YEAR,DISTRICT,UPAZILA/THANA,EIIN,INSTITUTE NAME,CLASS_SIX_AGE_UNDER11,CLASS_SIX_AGE11,CLASS_SIX_AGE12,CLASS_SIX_AGE13,CLASS_SIX_AGE14,CLASS_SIX_AGE15,CLASS_SIX_AGE_UPER15,CLASS_SEVEN_AGE_UNDER11,CLASS_SEVEN_AGE11,CLASS_SEVEN_AGE12,CLASS_SEVEN_AGE13,CLASS_SEVEN_AGE14,CLASS_SEVEN_AGE15,CLASS_SEVEN_AGE_UPER15,CLASS_EIGHT_AGE_UNDER11,CLASS_EIGHT_AGE11,CLASS_EIGHT_AGE12,CLASS_EIGHT_AGE13,CLASS_EIGHT_AGE14,CLASS_EIGHT_AGE15,CLASS_EIGHT_AGE_UPER15,CLASS_NINE_AGE_UNDER11,CLASS_NINE_AGE11,CLASS_NINE_AGE12,CLASS_NINE_AGE13,CLASS_NINE_AGE14,CLASS_NINE_AGE15,CLASS_NINE_AGE_UPER15,CLASS_TEN_AGE_UNDER11,CLASS_TEN_AGE11,CLASS_TEN_AGE12,CLASS_TEN_AGE13,CLASS_TEN_AGE14,CLASS_TEN_AGE15,CLASS_TEN_AGE_UPER15
2016,KHULNA,DUMURIA,116977,K.K.K.B. HIGH SCHOOL,12,33,7,,,,,,4,34,10,,,,,,2,33,7,,,,,,,8,54,,,,,,4,37,6
2016,KHULNA,DUMURIA,116978,CHENCHURI K.B. HIGH SCHOOL,104,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,57,0,0
2016,KHULNA,DUMURIA,116979,KHRNIA UNION SECONDARY SCHOOL,16,30,60,20,,,,,20,35,50,12,,,,,18,80,26,,,,,,10,90,29,,,,,11,90,4,
2016,KHULNA,DUMURIA,116980,BANIAKHALI SECONDARY SCHOOL,45,142,15,,,,,,52,136,15,,,,,,11,115,4,,,,,,10,118,6,,,,,,13,72,9
2016,KHULNA,DUMURIA,116981,RANGPUR KALITALA HIGH SCHOOL,25,23,,,,,,,22,31,,,,,,,35,42,,,,,,,19,22,,,,,,,25,28,
2016,KHULNA,DUMURIA,116982,LATA KHAMRA BATI HGIH SCHOOL,7,13,18,,,,,,9,23,9,,,,,,5,26,4,,,,,,,37,10,,,,,,,40,5
2016,KHULNA,DUMURIA,116984,KULATI GIRLS  HIGH SCHOOL,5,15,10,1,,,,4,15,6,3,2,,,,,14,17,4,3,,,,,10,7,2,,,,,,10,10,8
2016,KHULNA,DUMURIA,116985,SHAHPUR GIRLS HIGH SCHOOL,0,0,38,12,0,0,0,0,0,0,43,7,2,0,0,0,0,0,15,13,0,0,0,0,0,7,8,4,0,0,0,0,0,0,19
2016,KHULNA,DUMURIA,116988,HAZIDANGA KHALSHI SAJIARA A.K HIGH SCHOOL,27,80,48,5,0,0,0,0,12,85,38,18,0,0,0,0,3,107,29,0,0,0,0,0,0,92,27,5,0,0,0,0,2,92,24
2016,KHULNA,DUMURIA,116989,SHALUA PURNA CHANDRA HIGH SCHOOL,34,26,,,,,,,32,8,,,,,,,48,5,,,,,,,40,12,,,,,,27,14,3,
2016,KHULNA,DUMURIA,116990,RUDAGHARA HIGH SCHOOL,,6,49,4,,,,,3,45,13,,,,,,13,28,12,7,,,,,21,32,10,,,,,10,18,12,
2016,KHULNA,DUMURIA,116991,TAPOBAN SECONDARY SCHOOL,10,40,,,,,,,14,30,5,,,,,,,40,11,,,,,,13,40,10,,,,,,5,25,5
2016,KHULNA,DUMURIA,116992,ULKA GIRL'S HIGH SCHOOL,3,7,19,5,,,,,3,10,14,5,,,,,,21,5,6,,,,,,14,12,3,,,,,2,12,5
2016,KHULNA,DUMURIA,116993,ATLIA SECONDARY SCHOOL,5,56,,,,,,,6,60,,,,,,,,30,22,,,,,,,,40,8,,,,,,,41
2016,KHULNA,DUMURIA,116995,FARAH SECONDARY  SCHOOL,16,35,21,,,,,,19,43,21,,,,,,15,60,12,,,,,,13,35,5,,,,,,22,34,10
2016,KHULNA,DUMURIA,116996,MIKSHIMIL GIRL'S HIGH SCHOOL,30,10,9,,,,,,,35,10,,,,,,,,30,10,,,,,,,26,14,,,,,,26,25
2016,KHULNA,DUMURIA,116997,A.K.B.K. HIGH SCHOOL,45,3,,,,,,,34,2,,,,,,,34,7,,,,,,,22,13,,,,,,,4,22,
2016,KHULNA,DUMURIA,116998,BATAGRAM HIGH SCHOOL,48,29,16,,,,,15,20,22,10,,,,,19,45,15,9,,,,,47,26,16,,,,,,27,28,9,
2016,KHULNA,DUMURIA,116999,K R A D GIRLS HIGH SCHOOL,,15,9,,,,,,,15,9,,,,,,,20,14,,,,,,,,15,12,,,,,,,14
2016,KHULNA,DUMURIA,117000,AMUR BUNIA SECONDARY SCHOOL,,34,4,,,,,,,27,4,,,,,,2,25,,,,,,,9,15,,,,,,,7,16,3
2016,KHULNA,DUMURIA,117001,TIPNA SK.AMJAD MEMORIAL HIGH SCHOOL,12,62,12,,,,,,1,45,38,,,,,,,76,17,,,,,,2,67,24,,,,,,,54,11
2016,KHULNA,DUMURIA,117002,G.K.S.K. IDEAL HIGH SCHOOL,20,67,30,,,,,,70,22,20,,,,,,45,35,15,,,,,40,37,13,15,10,,,,,26,50,30
2016,KHULNA,DUMURIA,117003,KATENGA HIGH SCHOOL,,20,6,,,,,,,36,10,,,,,,12,20,,,,,,,10,9,,,,,,,15,4,
2016,KHULNA,DUMURIA,117004,PALLI SREE SECONDERY GIRL'S HIGH SCHOOL,3,38,2,,,,,,4,48,5,,,,,,2,26,3,,,,,,2,41,3,,,,,,,50,10
2016,KHULNA,DUMURIA,117005,PALLI JAGARANI SECONDARY SCHOOL,12,30,,,,,,,12,40,,,,,,,18,36,,,,,,,7,35,20,,,,,,,20,22
2016,KHULNA,DUMURIA,117006,H.M.P.K.K. HIGH SCHOOL,37,45,18,7,,,,,12,29,40,11,,,,,8,25,36,19,,,,,6,32,21,11,,,,,,31,33
2016,KHULNA,DUMURIA,117007,BADURIA SECONDARY SCHOOL,11,66,7,,,,,,10,65,6,,,,,,12,52,2,,,,,,8,44,4,,,,,,8,46,7
2016,KHULNA,DUMURIA,117008,ULA MAIKHALI JR HIGH SCHOOL,40,32,11,,,,,,,20,13,,,,,,,,28,14,,,,,,,50,14,,,,,,26,50
2016,KHULNA,DUMURIA,117009,MADHUGRAM SECONDARY SCHOOL,25,7,5,,,,,,28,8,3,,,,,,29,8,4,,,,,,30,5,2,,,,,,20,3,2
2016,KHULNA,DUMURIA,117010,K.C.S SECONDARY SCHOOL,,18,35,,,,,,,17,30,,,,,,,13,18,,,,,,,16,31,,,,,,,17,30
2016,KHULNA,DUMURIA,117011,GHONA RAM KRISHNA PUR HIGH SCHOOL,20,9,2,,,,,,24,11,3,,,,,,29,8,6,,,,,,20,14,10,,,,,,15,12,3
2016,KHULNA,DUMURIA,117012,CHAKUNDIA  HIGH SCHOOL,10,51,1,,,,,,,51,9,,,,,,,46,10,,,,,,,25,3,,,,,,,34,9
2016,KHULNA,DUMURIA,117013,BIDYABITHI SECONDARY SCHOOL,10,23,,,,,,,4,26,,,,,,,2,25,,,,,,,4,18,,,,,,,3,27,
2016,KHULNA,DUMURIA,117015,UDAYAN JR HIGH SCHOOL,,45,4,,,,,,47,5,,,,,,24,2,,,,,,,,,,,,,,,,,,
2016,KHULNA,DUMURIA,117060,BANDA HIGHER SECONDARY SCHOOL,67,15,5,,,,,,75,16,5,,,,,,60,20,12,,,,,,55,17,13,,,,,,42,15,10
2016,KHULNA,DIGHALIA,117061,FATEMA MEMORIAL SECONDARY SCHOOL,40,90,16,,,,,,40,70,15,,,,,,48,67,10,,,,,,28,20,6,,,,,,15,20,5
2016,KHULNA,DIGHALIA,117062,SENHATI SECONDARY SCHOOL,,289,,,,,,,,273,,,,,,,,270,,,,,,,,257,,,,,,,,248,
2016,KHULNA,DIGHALIA,117063,DIGHALIA M.A. MAZID SECONDARY SCHOOL,,82,66,37,,,,,,71,75,22,,,,,,85,90,34,,,,,25,80,42,,,,,,,,
2016,KHULNA,DIGHALIA,117064,GAZIRHAT HAZI NAIMUDDIN HIGH SCHOOL,107,139,,,,,,,89,147,,,,,,,71,164,,,,,,,57,102,22,,,,,,42,117,12
2016,KHULNA,DIGHALIA,117065,BARAKPUR HIGH SCHOOL,,145,33,,,,,,,135,24,,,,,,,137,28,,,,,,,94,23,,,,,,,110,19
2016,KHULNA,DIGHALIA,117066,AURA UDAYAN BIDYAPITH,2,23,10,15,,,,4,22,20,10,,,,,,2,15,12,22,,,,,2,32,17,5,,,,,5,16,23
2016,KHULNA,DIGHALIA,117067,LAKHOHATI SECONDARY SCHOOL,20,140,15,,,,,10,10,130,6,,,,,,5,115,11,,,,,,4,75,10,,,,,,5,80,10
2016,KHULNA,DIGHALIA,117068,AMBARIA KETLA MAGHIR GATI HIGH SCHOOL,,56,20,,,,,,,40,34,,,,,,,50,19,,,,,,,40,19,,,,,,,40,6
2016,KHULNA,DIGHALIA,117069,STAR JUTE MILLS HIGH SCHOOL,150,26,,,,,,,170,16,,,,,,,190,20,,,,,,,,122,16,,,,,,,110,11
2016,KHULNA,DIGHALIA,117071,APEX GIRL'S HIGH SCHOOL,5,32,10,,,,,,10,35,15,,,,,,10,22,9,,,,,,10,25,14,,,,,,6,32,10
2016,KHULNA,DIGHALIA,117072,PATHER BAZAR SECONDARY SCHOOL,,200,24,,,,,,,100,67,,,,,,,,150,12,,,,,,,,10,,,,,,,15
2016,KHULNA,DIGHALIA,117073,AYATUNNESA GIRLS HIGH SCHOOL,,58,10,,,,,,,45,12,,,,,,,65,9,,,,,,,40,7,,,,,,,36,6
2016,KHULNA,DIGHALIA,117074,HAJI SAYEM UDDIN HIGH SCHOOL,22,130,,,,,,,,10,108,,,,,,100,13,,,,,,,12,79,,,,,,,52,12,
2016,KHULNA,DIGHALIA,117076,SUGANDHI SECONDARY SCHOOL,,26,30,2,,,,,,22,20,6,,,,,,50,10,14,,,,,16,15,10,3,,,,,,25,29
2016,KHULNA,DIGHALIA,117077,ASMA SARWAR SECONDARY  GIRLS SCHOOL,15,31,,,,,,,20,39,,,,,,,25,47,,,,,,,14,37,,,,,,,12,39,
2016,KHULNA,KHALISHPUR,117082,KHALISHPUR  SCONDARY  SCHOOL,20,40,10,,,,,,,10,50,1,,,,14,17,12,5,2,,,,8,14,23,6,3,,,,,13,20,25
2016,KHULNA,KHALISHPUR,117083,KHULNA BIDYUT KENDRA SECONDARY SCHOOL,20,51,,,,,,,40,17,,,,,,,40,11,,,,,,,51,18,,,,,,,32,2,
2016,KHULNA,KHALISHPUR,117084,PEOPLES JUTE MILLS HIGH SCHOOL,70,12,,,,,,,75,7,,,,,,,92,9,,,,,,,95,7,,,,,,,60,5,
2016,KHULNA,KHALISHPUR,117085,NATIONAL  SECONDARY   SCHOOOL,30,30,,,,,,,30,35,,,,,,33,30,,,,,,,30,26,,,,,,,50,28,,
2016,KHULNA,KHALISHPUR,117088,CRESCENT SECONDARY SCHOOL,15,22,37,22,7,,,,14,54,25,15,4,3,,,11,68,28,4,2,,,,37,59,9,4,,,,,47,35,19
2016,KHULNA,KHALISHPUR,117089,KHALISHPUR SECONDARYGIRLS SCHOOL,5,22,7,4,,,,,,16,17,6,,,,,,21,14,12,,,,,,12,18,12,,,,,12,22,8
2016,KHULNA,KHALISHPUR,117090,ROTARY   SCHOOL,205,32,,,,,,,190,22,,,,,,,165,19,,,,,,,222,21,,,,,,,192,14,
2016,KHULNA,KHALISHPUR,117092,RAYERMAHAL SECONDARY SCHOOL,12,62,20,5,,,,,4,52,32,4,,,,,23,71,9,,,,,,22,56,28,3,,,,,33,41,12
2016,KHULNA,KHALISHPUR,117093,NAYABATI HAZI SHORIAT ULLAH BIDYAPITH,,187,7,,,,,,,164,6,,,,,,,119,7,,,,,,,148,7,,,,,,,134,5
2016,KHULNA,KHALISHPUR,117095,PROVATI SECONDARY SCHOOL,47,20,,,,,,,52,11,,,,,,,57,10,,,,,,,66,4,,,,,,,46,7,2
2016,KHULNA,KHALISHPUR,117096,SATELITE TOWN HIGH SCHOOL,,10,58,,,,,,,22,36,,,,,,22,60,,,,,,,15,79,,,,,,,96,19,
2016,KHULNA,KHALISHPUR,117097,PORT  SECONDARY  SCHOOL,30,26,,,,,,,,38,9,,,,,,,25,9,,,,,,,30,8,,,,,,,30,12
2016,KHULNA,KHALISHPUR,117098,NOOR NAGAR WAPDA MADHYAMIK SHIKKHA NIKETAN,,21,6,2,,,,,,32,8,5,,,,,,48,15,10,,,,,,24,7,2,,,,,,21,6
2016,KHULNA,KHALISHPUR,117099,PLATINUM SECONDARY SCHOOL,55,45,35,23,,,,,42,35,25,23,,,,,80,39,25,2,,,,,96,30,14,,,,,68,35,15,
2016,KHULNA,KHALISHPUR,117100,SHAHEED TITUMIR SECONDARY SCHOOL,96,,,,,,,,108,,,,,,,,108,,,,,,,,92,,,,,,,,116,,
2016,KHULNA,KHALISHPUR,117101,METRO POLICE LINE HIGH SCHOOL,74,57,,,,,,,73,32,,,,,,,80,14,,,,,,,61,33,3,,,,,,57,13,4
2016,KHULNA,KHALISHPUR,117102,BASTUHARA SECONDARY SCHOOL,12,80,,,,,,,,45,,,,,,,,38,,,,,,,,35,,,,,,,,61,
2016,KHULNA,KHALISHPUR,117103,ZIA SECONDARY SCHOOL,5,20,10,4,3,,,,5,22,11,2,,,,,30,16,4,,,,,,18,11,12,,,,,,23,10,2
2016,KHULNA,KHALISHPUR,117104,GOALKHALI JUNIOR HIGH SCHOOL,26,,,,,,,,,35,,,,,,,,25,,,,,,,,35,,,,,,,,,24
2016,KHULNA,KHALISHPUR,117111,KHULNA PUBLIC COLLEGE,134,90,,,,,,,136,80,,,,,,,123,65,,,,,,,206,67,,,,,,,145,70,
2016,KHULNA,KHALISHPUR,117112,BANGLADESH  NAUBAHINI SCHOOL AND COLLEGE  KHULNA,280,10,,,,,,,280,17,,,,,,,251,9,,,,,,,265,9,,,,,,,270,5,
2016,KHULNA,KHALISHPUR,132117,KHULNA MODEL SCHOOL AND COLLEGE,80,14,,,,,,,85,11,,,,,,,78,10,,,,,,,60,9,,,,,,,55,6,
2016,KHULNA,KHALISHPUR,134519,BANGABANDHU JUNIOR SECONDARY SCHOOL,,16,9,,,,,,17,4,,,,,,,,16,,,,,,,,,,,,,,,,,
2016,KHULNA,KHALISHPUR,135017,AL FALAH ACADEMY,,,,10,10,5,5,,,,,12,4,4,,,,,,10,8,,,,,,,,,,,,,,
2016,KHULNA,KHALISHPUR,137791,ROSE MARY PILOT JUNIOR HIGH SCHOOL,30,20,,,,,,,24,15,1,,,,,8,10,12,,,,,,,,,,,,,,,,,
2016,KHULNA,KHAN JAHAN ALI,116935,"R.R.F SECONDARY SCHOOL,KHULNA",12,60,8,,,,,,8,80,9,,,,,,4,50,12,,,,,,9,40,10,,,,,,5,42,5
2016,KHULNA,KHAN JAHAN ALI,116939,SONALI  JUTE  MILLS  HIGH  SCHOOL,,40,12,2,,,,,,35,10,2,,,,,,30,10,3,,,,,,25,5,3,,,,,,20,3
2016,KHULNA,KHAN JAHAN ALI,116945,FULBARI IDEAL SECONDARY SCHOOL,15,43,31,17,7,6,3,1,47,47,29,9,7,1,,9,42,20,11,5,5,,,10,27,27,6,3,,,,,12,23,19
2016,KHULNA,KHAN JAHAN ALI,117070,KHANABARI GIRLS HIGH SCHOOL,20,35,28,,,,,,30,44,18,,,,,,30,32,27,,,,,,25,62,11,,,,,,36,27,
2016,KHULNA,KHAN JAHAN ALI,117114,KHULNA ENGINEERING UNIVERSITI SCHOOL,100,40,20,,,,,15,95,30,20,,,,,21,27,79,8,,,,,,56,48,7,,,,,,35,55,12
2016,KHULNA,KHAN JAHAN ALI,117115,GOVT. LABROTORY HIGH SCHOOL,6,40,90,,,,,,13,100,60,,,,,,15,110,50,,,,,,22,100,50,,,,,16,110,40,
2016,KHULNA,KHAN JAHAN ALI,117119,GILATALA SECONDARY SCHOOL,0,114,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,77,0
2016,KHULNA,KHAN JAHAN ALI,117123,TELEIGATI HIGH SCHOOL,3,42,,,,,,,10,54,5,,,,,,8,48,3,,,,,,2,15,2,,,,,,1,12,3
2016,KHULNA,KHAN JAHAN ALI,117332,ALIM ESTREN SECONDARY SCHOOL,15,44,9,,,,,,3,12,55,10,4,,,,10,30,50,3,,,,,,40,20,8,,,,,47,24,9
2016,KHULNA,KHAN JAHAN ALI,117335,ATRA SREENATH HIGH SCHOOL,9,44,78,40,14,,,,,40,64,42,12,,,,5,49,63,24,,,,,19,48,41,26,,,,,8,45,58
2016,KHULNA,KHULNA SADAR,117130,UDAYAN KHULNA ZILLA POLICE SCHOOL,50,12,8,,,,,,40,10,3,,,,,,50,10,,,,,,,55,5,2,,,,,,38,3,
2016,KHULNA,KHULNA SADAR,117132,GOVT. IQBAL NAGAR GIRLS HIGH SCHOOL,,30,320,5,,,,,,49,298,4,,,,,,17,300,1,,,,,,40,270,6,,,,,,200,65
2016,KHULNA,KHULNA SADAR,117133,KHAN JAHAN ALI HIGH SCHOOL,3,54,15,9,8,,,4,38,35,8,1,,,,13,26,27,11,,,,,,1,13,41,10,,,,,6,16,15
2016,KHULNA,KHULNA SADAR,117134,DHAKA MATCH INDUSTRIES SECONDARY SCHOOL,,44,,,,,,,,45,,,,,,,,42,,,,,,,,60,,,,,,,,53,
2016,KHULNA,KHULNA SADAR,117135,KHULNA ZILLA SCHOOL AND COLLEGE,416,,,,,,,,492,,,,,,,,494,,,,,,,,502,,,,,,,438,,,
2016,KHULNA,KHULNA SADAR,117136,HANNAY RAILWAY SECONDARY SCHOOL,19,14,1,2,0,,,5,17,11,5,1,2,2,0,7,10,13,4,4,3,0,0,6,7,11,5,4,0,0,0,0,6,10,15
2016,KHULNA,KHULNA SADAR,117137,FATIMA  HIGH  SCHOOL,62,22,9,2,,,,43,39,13,3,1,,,,52,40,5,,1,,,,40,35,21,8,,,,,49,50,18,
2016,KHULNA,KHULNA SADAR,117138,GOVT CORNATION SECONDARY GIRLS HIGH  SCHOOL,291,,,,,,,,302,,,,,,,,392,,,,,,,,382,,,,,,,,293,,
2016,KHULNA,KHULNA SADAR,117139,RAILWAY SECONDARY GIRLS SCHOOL,10,26,33,11,,,,,27,42,12,,,,,,18,22,9,,,,,,2,33,4,,,,,,12,28,2
2016,KHULNA,KHULNA SADAR,117140,SAINT JOSEPH'S HIGH SCHOOL,220,20,,,,,,,225,19,,,,,,,200,24,,,,,,,200,19,,,,,,,200,28,
2016,KHULNA,KHULNA SADAR,117141,RUPSA MULTILATERAL HIGH SCHOOL,10,120,46,,,,,,120,65,,,,,,40,150,14,,,,,,,201,41,,,,,,,180,12,
2016,KHULNA,KHULNA SADAR,117142,PIONEER GIRLS HIGH SCHOOL,5,50,6,,,,,,6,55,3,,,,,,6,56,2,,,,,,1,49,2,,,,,,5,55,2
2016,KHULNA,KHULNA SADAR,117144,SABURAN NESSA GIRL'S SCHOOL,10,50,1,,,,,,45,25,,,,,,,40,19,,,,,,,,45,4,,,,,,,35,5
2016,KHULNA,KHULNA SADAR,117145,B.K. UNION INSTITUTION,20,3,,,,,,,15,2,,,,,,,38,5,,,,,,,14,3,,,,,,,34,3,
2016,KHULNA,KHULNA SADAR,117146,KHULNA SHISHU HIGH SCHOOL,19,9,13,3,1,1,,,12,20,22,0,0,0,,,10,55,7,2,0,,,,20,11,0,0,,,,,12,13,0
2016,KHULNA,KHULNA SADAR,117147,A. P. C. GIRLS HIGH SCHOOL,20,30,20,,,,,,15,30,,,,,,,10,30,,,,,,,5,16,,,,,,,10,17,
2016,KHULNA,KHULNA SADAR,117148,"SOS HERMANN GMEINER SCHOOL, KHULNA",30,11,9,,,,,,30,10,6,,,,,,20,14,3,,,,,,30,15,2,,,,,,22,15,6
2016,KHULNA,KHULNA SADAR,117149,CORONATION SECONDARY BIDDYANICATON,3,6,5,6,3,0,0,3,2,8,6,6,1,0,0,2,8,3,3,3,3,0,0,2,4,2,5,2,0,0,0,5,4,11,2
2016,KHULNA,KHULNA SADAR,117150,HAZI ABDUL MALEK GIRLS HIGH SCHOOL,,123,,,,,,,,96,,,,,,,,115,,,,,,,,134,,,,,,,,98,
2016,KHULNA,KHULNA SADAR,117151,SHIPYARD  SCHOOL AND COLLEGE,92,180,20,,,,,,175,52,,,,,,,,250,6,,,,,,,190,10,,,,,,124,29,
2016,KHULNA,KHULNA SADAR,117153,SONAPOTA HIGH SCHOOL,35,6,,,,,,,17,10,,,,,,,16,9,,,,,,,10,4,,,,,,12,5,,
2016,KHULNA,KHULNA SADAR,117155,HAZI ABDUL MALAQUE  HIGH SCHOOL,0,17,30,,,,,,,15,25,,,,,,,12,40,,,,,,,9,20,,,,,,,20,12
2016,KHULNA,KHULNA SADAR,117156,NIRALA ADARSHA SECONDARY SCHOOL,97,15,,,,,,,98,12,,,,,,,65,5,,,,,,,60,4,,,,,,,45,3,
2016,KHULNA,KHULNA SADAR,117157,SHAHID ZIA SECONDARY GIRLS SCHOOL,11,32,10,3,1,0,0,1,20,24,2,2,0,0,0,0,7,25,12,6,0,0,0,0,2,9,12,10,0,0,0,0,4,3,15
2016,KHULNA,KHULNA SADAR,117158,WEST TOOT PARA SECONDARY SCHOOL,49,6,,,,,,37,22,3,1,4,,1,,10,27,4,2,,,,,5,25,7,1,,,,,10,19,13,7
2016,KHULNA,KHULNA SADAR,117171,KHULNA COLLEGIAT GIRLS SCHOOL ,,354,,,,,,,,346,,,,,,,,258,,,,,,,,270,,,,,,,,303,
2016,KHULNA,KHULNA SADAR,131169,SHAHID SHAHRAWARDY GIRLS HIGH SCHOOL,23,18,,,,,,,17,18,2,,,,,,12,17,,,,,,,6,11,3,,,,,,4,12,9
2016,KHULNA,KHULNA SADAR,137675,KHULNA COLLECTORATE PUBLIC SCHOOL AND COLLEGE,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KHULNA,KOYRA,117172,BHAGBA H.B HIGH SCHOOL,21,50,,,,,,,10,41,11,,,,,,4,45,16,,,,,,,20,38,,,,,,8,38,4
2016,KHULNA,KOYRA,117173,CHANNIR CHAK LC COLLEGIATE SCHOOL AND COLLEGE,55,53,10,3,,,,30,24,50,9,4,,,4,14,52,26,13,9,,,,10,26,46,8,6,,,,19,34,33,20
2016,KHULNA,KOYRA,117175,MATBARI SERAJIA MULT. HIGH SCHOOL,50,64,35,,,,,15,80,40,16,,,,,10,20,40,16,,,,,10,50,20,4,,,,,40,30,8,
2016,KHULNA,KOYRA,117176,SUNDARBAN GIRLS HIGH SCHOOL,80,30,10,,,,,8,30,57,,,,,,2,30,46,10,,,,,,,20,30,11,,,,,,2,42
2016,KHULNA,KOYRA,117177,BEDKASHI COLLEGIATE SCHOOL,6,27,30,36,20,6,3,,11,25,40,36,27,8,,,9,29,23,22,25,,,,2,35,23,28,,,,,3,36,62
2016,KHULNA,KOYRA,117178,BANSH KHALI HIGH SCHOOL,20,25,16,,,,,,30,25,10,,,,,,25,19,,,,,,,26,15,,,,,,,10,30,6
2016,KHULNA,KOYRA,117181,DAKSHIN BEDKASHI SECONDARY SCHOOL,19,65,43,,,,,,58,67,14,,,,,,14,62,28,,,,,,23,63,,,,,,,35,28,
2016,KHULNA,KOYRA,117182,HADDA D.M. HIGH SCHOOL,7,17,19,11,,,,,11,25,26,5,,,,3,16,19,13,3,,,,2,11,15,12,4,,,,3,17,34,16
2016,KHULNA,KOYRA,117186,GRADUATES HIGH SCHOOL,80,10,,,,,,,80,25,,,,,,,80,18,,,,,,,60,4,,,,,,,60,3,
2016,KHULNA,KOYRA,117187,N.A.G.D.KANTARAM MEMORIAL UNITED ACADEMY,10,15,17,13,2,,,,21,11,9,,,,,,22,20,9,,,,,,10,15,4,,,,,,16,16,4
2016,KHULNA,KOYRA,117188,GAZI ABDUL JABBER HIGH SCHOOL AND COLLEGE,,30,17,,,,,,,25,25,,,,,,,35,20,,,,,,,24,50,,,,,,,17,50
2016,KHULNA,KOYRA,117189,V.K. S. A.  GILA BARI P.G. UNITED ACADEMY,22,58,55,,,,,,8,55,63,,,,,,10,48,61,4,,,,5,12,65,65,,,,,,34,62,21
2016,KHULNA,KOYRA,117190,MILONI MADDYAMIK BIDDYAPITH,1,30,2,,,,,,,36,9,,,,,,,47,14,1,,,,,,30,10,,,,,,,25,2
2016,KHULNA,KOYRA,117191,CHANNIR CHAK GIRL'S HIGH SCHOOL,5,4,1,10,,,,,8,4,,,,,,,3,10,3,,,,,,10,8,,,,,,,3,5,
2016,KHULNA,KOYRA,117192,BAMIA M M HIGH SCHOOL,8,54,10,,,,,,9,60,20,,,,,,56,56,10,,,,,,50,57,,,,,,,22,42,
2016,KHULNA,KOYRA,117193,JAKARIA SHIKHA NEKETAN,5,68,2,,,,,,11,55,20,14,,,,,10,58,35,16,,,,,7,32,23,13,,,,,35,32,8
2016,KHULNA,KOYRA,117194,PROTAP SHAWRANE SECONDARY SCHOOL,8,5,14,11,1,,,,7,11,8,5,1,,,3,7,8,10,2,,,,6,6,6,12,7,,,,,8,12,3
2016,KHULNA,KOYRA,117196,HATIAR DANGA SECONDARY GIRLS SCHOOL,1,4,16,8,2,1,,,8,13,4,2,1,,,,9,11,4,3,,,,,2,14,1,,,,,,1,12,5
2016,KHULNA,KOYRA,117197,KATNIA A.K. HIGH SCHOOL,25,15,,,,,,,,40,10,,,,,,,23,30,,,,,,,20,34,,,,,,,20,22
2016,KHULNA,KOYRA,117199,CHANDIPUR UNITED HIGH SCHOOL,15,91,0,0,0,0,0,0,20,67,0,0,0,0,0,0,35,38,0,0,0,0,0,0,30,55,0,0,0,0,0,0,2,30,46
2016,KHULNA,KOYRA,117200,SUNDARBAN SECONDARY SCHOOL,2,34,21,,,,,,11,57,7,,,,,,20,27,20,27,,,,,1,20,25,20,,,,,,32,13
2016,KHULNA,KOYRA,117201,HADDA JUNIOR GIRLS SCHOOL,12,7,10,5,4,,,,,15,17,11,7,,,,,10,8,7,10,,,,,,,,,,,,,,
2016,KHULNA,KOYRA,117202,SHORISHAMUT G.B. ADARSHO JUNIOR GIRL'S SCHOOL,,5,4,5,9,3,,,,5,9,3,11,,,,,4,5,8,4,,,,,,,,,,,,,,
2016,KHULNA,KOYRA,117203,KOYRA SHAKBARIA  SCHOOL AND COLLEGE,19,40,24,17,,,,,17,63,29,16,,,,6,61,36,14,,,,,,19,49,3,,,,,,45,10,9
2016,KHULNA,KOYRA,117204,KAPOTAKSHA HIGH SCHOOL,10,45,38,27,,,,,4,24,25,27,12,,,,40,30,18,12,4,,,,,28,54,30,,,,,13,18,61
2016,KHULNA,KOYRA,117205,SAPTOGRAM ADARSHO  HIGH SCHOOL,14,21,15,4,,,,1,11,20,21,1,,,,,14,15,14,1,,,,,5,20,10,,,,,,21,10,
2016,KHULNA,KOYRA,117206,MALIKHALI B.B. ADARSHA JUNIOR GIRLS H/S,,3,4,7,,,,,4,5,9,,,,,,1,10,10,10,,,,,,,,,,,,,,,
2016,KHULNA,KOYRA,117207,BAROBARI SECONDARY GIRLS SCHOOL,,16,51,31,,,,,11,30,51,8,,,,,11,21,52,,,,,,19,30,55,,,,,,16,45,61
2016,KHULNA,KOYRA,117209,PATNI KHALI JUNIOR HIGH SCHOOL,30,12,15,,,,,2,27,23,,,,,,,28,17,,,,,,,,,,,,,,,,,
2016,KHULNA,KOYRA,117210,DAKSHIN BEDKASHI SECONDARY GIRLS' SCHOOL,2,10,6,,,,,,26,8,,,,,,,24,8,,,,,,,10,2,,,,,,,,10,4
